SuiRate,Unemp,Vet,Arrest,Mental,Disable,uxa,uxm,uxd,uxv,vxa,vxm,vxd,axm,axd,mxd,UnempOG,Unemp2,Unemp3,Unemp4,Unemp5,Unemp6,Unemp7,Unemp8,Unemp9,Unemp10,Unemp11,Unemp12,Unemp13,Unemp15
8.3,0.434372243,5.4,2591,3.9,11.4,1125.458481,1.694051747,4.951843567,2.345610111,13991.4,21.06,61.56,10104.9,29537.4,44.46,5.3,0.72427587,28.09,2.302172887,0.188679245,1.667706821,148.877,1.743513401,0.035599858,-2.40599236,0.415628918,0.172747397,0.644692886,-0.362137935
8.5,0.461265604,4.9,2561,3.85,11.6,1181.301212,1.775872575,5.350681007,2.26020146,12548.9,18.865,56.84,9859.85,29707.6,44.66,4.7,0.672097858,22.09,2.167948339,0.212765957,1.547562509,103.823,1.675068684,0.045269353,-2.232660757,0.44789608,0.200610898,0.669250386,-0.336048929
12.6,0.3086067,10.5,5329,3.92,13.3,1644.565104,1.209738264,4.104469109,3.240370349,55954.5,41.16,139.65,20889.68,70875.7,52.136,10.5,1.021189299,110.25,3.240370349,0.095238095,2.351375257,1157.625,2.18975957,0.009070295,-3.392317423,0.294783735,0.08689745,0.5429399,-0.51059465
13,0.353553391,9.9,4510,4.74,13.8,1594.525792,1.675843071,4.87903679,3.500178567,44649,46.926,136.62,21377.4,62238,65.412,8,0.903089987,64,2.828427125,0.125,2.079441542,512,2,0.015625,-3,0.333333333,0.111111111,0.577350269,-0.451544993
13.6,0.398409536,9.6,4110,4.89,13.8,1637.463195,1.948222633,5.498051603,3.82473155,39456,46.944,132.48,20097.9,56718,67.482,6.3,0.799340549,39.69,2.50998008,0.158730159,1.840549633,250.047,1.84691475,0.025195263,-2.655351829,0.376597929,0.141826,0.613675753,-0.399670275
14,0.418853908,9.3,4006,4.67,13.9,1677.928757,1.956047752,5.822069325,3.895341347,37255.8,43.431,129.27,18708.02,55683.4,64.913,5.7,0.755874856,32.49,2.387467277,0.175438596,1.740466175,185.193,1.786315988,0.030778701,-2.510961919,0.39825375,0.158606049,0.63107349,-0.377937428
13.5,0.442807443,9,3691.01,4.72,13.8,1634.406699,2.09005113,6.11074271,3.985266985,33219.09,42.48,124.2,17421.5672,50935.938,65.136,5.1,0.707570176,26.01,2.258317958,0.196078431,1.62924054,132.651,1.721300621,0.038446751,-2.350497247,0.425441894,0.181000805,0.652259069,-0.353785088
14.8,0.471404521,8.7,3722,4.56,13.3,1754.567626,2.149604615,6.269680127,4.101219331,32381.4,39.672,115.71,16972.32,49502.6,60.648,4.5,0.653212514,20.25,2.121320344,0.222222222,1.504077397,91.125,1.650963624,0.049382716,-2.169925001,0.460845421,0.212378502,0.678855965,-0.326606257
15,0.567961834,10.5,4244.92,4.61,10.5,2410.952549,2.618304056,5.96359926,5.96359926,44571.66,48.405,110.25,19569.0812,44571.66,48.405,3.1,0.491361694,9.61,1.760681686,0.322580645,1.131402111,29.791,1.458099736,0.104058273,-1.632268215,0.612644411,0.375333175,0.782716048,-0.245680847
18.5,0.608580619,9.6,4311,4.02,10.6,2623.59105,2.44649409,6.450954566,5.842373947,41385.6,38.592,101.76,17330.22,45696.6,42.612,2.7,0.431363764,7.29,1.643167673,0.37037037,0.993251773,19.683,1.39247665,0.137174211,-1.432959407,0.697856474,0.487003659,0.835378043,-0.215681882
16.4,0.597614305,9.3,4375,3.9,10.7,2614.562583,2.330695788,6.39447306,5.557813033,40687.5,36.27,99.51,17062.5,46812.5,41.73,2.8,0.447158031,7.84,1.673320053,0.357142857,1.029619417,21.952,1.409459746,0.12755102,-1.485426827,0.673207176,0.453207902,0.820492033,-0.223579016
18.5,0.567961834,8.8,4622.92,4.03,11.5,2625.642123,2.288886192,6.531561094,4.998064141,40681.696,35.464,101.2,18630.3676,53163.58,46.345,3.1,0.491361694,9.61,1.760681686,0.322580645,1.131402111,29.791,1.458099736,0.104058273,-1.632268215,0.612644411,0.375333175,0.782716048,-0.245680847
20.4,0.608580619,8.3,5326,4.92,10.3,3241.300379,2.994216648,6.26838038,5.051219141,44205.8,40.836,85.49,26203.92,54857.8,50.676,2.7,0.431363764,7.29,1.643167673,0.37037037,0.993251773,19.683,1.39247665,0.137174211,-1.432959407,0.697856474,0.487003659,0.835378043,-0.215681882
12.7,0.34099717,10.4,3020,4.65,13.3,1029.811453,1.585636839,4.535262357,3.546370565,31408,48.36,138.32,14043,40166,61.845,8.6,0.934498451,73.96,2.93257566,0.11627907,2.151762203,636.056,2.048799615,0.013520822,-3.10433666,0.32213001,0.103767743,0.567564983,-0.467249226
13.2,0.365148372,9.8,2679,4.61,13.6,978.2324877,1.683333993,4.966017855,3.578454042,26254.2,45.178,133.28,12350.19,36434.4,62.696,7.5,0.875061263,56.25,2.738612788,0.133333333,2.014903021,421.875,1.957433821,0.017777778,-2.906890596,0.344010195,0.118343014,0.586523823,-0.437530632
14.2,0.451753951,9.1,2734,5.22,13.9,1235.095303,2.358155627,6.279379925,4.110960958,24879.4,47.502,126.49,14271.48,38002.6,72.558,4.9,0.69019608,24.01,2.213594362,0.204081633,1.589235205,117.649,1.698499252,0.041649313,-2.292781749,0.436151413,0.190228055,0.660417605,-0.34509804
14.7,0.447213595,8.7,2387.61,5.13,14.2,1067.771653,2.294205745,6.350433056,3.890758281,20772.207,44.631,123.54,12248.4393,33904.062,72.846,5,0.698970004,25,2.236067977,0.2,1.609437912,125,1.709975947,0.04,-2.321928095,0.430676558,0.185482298,0.65625952,-0.349485002
14.9,0.447213595,8.4,2397,5.37,14,1071.970988,2.401537008,6.260990337,3.756594202,20134.8,45.108,117.6,12871.89,33558,75.18,5,0.698970004,25,2.236067977,0.2,1.609437912,125,1.709975947,0.04,-2.321928095,0.430676558,0.185482298,0.65625952,-0.349485002
18.2,0.401609664,11.7,3848,5.24,15.6,1545.393989,2.104434642,6.265110765,4.698833074,45021.6,61.308,182.52,20163.52,60028.8,81.744,6.2,0.792391689,38.44,2.48997992,0.161290323,1.824549292,238.328,1.83709055,0.026014568,-2.632268215,0.379900496,0.144324387,0.616360686,-0.396195845
17.5,0.43852901,11.5,3561.29,4.99,15.3,1561.728977,2.188259758,6.709493848,5.043083611,40954.835,57.385,175.95,17770.8371,54487.737,76.347,5.2,0.716003344,27.04,2.28035085,0.192307692,1.648658626,140.608,1.732478211,0.036982249,-2.378511623,0.420430991,0.176762219,0.648406502,-0.358001672
17.3,0.434372243,11,3386,4.98,15.8,1470.784414,2.163173769,6.863081436,4.77809467,37246,54.78,173.8,16862.28,53498.8,78.684,5.3,0.72427587,28.09,2.302172887,0.188679245,1.667706821,148.877,1.743513401,0.035599858,-2.40599236,0.415628918,0.172747397,0.644692886,-0.362137935
18.9,0.471404521,10.6,3245,4.35,16.1,1529.70767,2.050609665,7.589612785,4.99688792,34397,46.11,170.66,14115.75,52244.5,70.035,4.5,0.653212514,20.25,2.121320344,0.222222222,1.504077397,91.125,1.650963624,0.049382716,-2.169925001,0.460845421,0.212378502,0.678855965,-0.326606257
20.2,0.476731295,10.3,3106,4.33,15.6,1480.727401,2.064246506,7.437008196,4.910332335,31991.8,44.599,160.68,13448.98,48453.6,67.548,4.4,0.643452676,19.36,2.097617696,0.227272727,1.481604541,85.184,1.638642541,0.051652893,-2.137503524,0.467835486,0.218870042,0.683985004,-0.321726338
20.9,0.456435465,9.9,3002.03,4.6,16.1,1370.232958,2.099603137,7.34861098,4.518711099,29720.097,45.54,159.39,13809.338,48332.683,74.06,4.8,0.681241237,23.04,2.19089023,0.208333333,1.568615918,110.592,1.686865331,0.043402778,-2.263034406,0.441884576,0.195261979,0.664743993,-0.340620619
19.2,0.487950036,9.5,2816,5.23,16.5,1374.067303,2.551978691,8.051175602,4.635525347,26752,49.685,156.75,14727.68,46464,86.295,4.2,0.62324929,17.64,2.049390153,0.238095238,1.435084525,74.088,1.613428646,0.056689342,-2.070389328,0.483000944,0.233289912,0.694982693,-0.311624645
16.9,0.324442842,11.5,3611,4.6,13.6,1171.563103,1.492437074,4.412422655,3.731092686,41526.5,52.9,156.4,16610.6,49109.6,62.56,9.5,0.977723605,90.25,3.082207001,0.105263158,2.251291799,857.375,2.117911792,0.011080332,-3.247927513,0.307888645,0.094795417,0.554877144,-0.488861803
18.5,0.337099931,11.2,3538.63,5.37,13.9,1192.87193,1.810226631,4.685689044,3.77551923,39632.656,60.144,155.68,19002.4431,49186.957,74.643,8.8,0.944482672,77.44,2.966479395,0.113636364,2.174751721,681.472,2.064560231,0.012913223,-3.137503524,0.318724742,0.101585461,0.56455712,-0.472241336
17.7,0.355784033,10.8,3743,4.83,14.7,1331.699637,1.718436882,5.230025292,3.842467562,40424.4,52.164,158.76,18078.69,55022.1,71.001,7.9,0.897627091,62.41,2.810693865,0.126582278,2.066862759,493.039,1.991631701,0.016023073,-2.981852653,0.335361977,0.112467655,0.579104461,-0.448813546
19.7,0.383482494,10.3,3525,4.74,15.2,1351.775793,1.817707024,5.828933915,3.949869693,36307.5,48.822,156.56,16708.5,53580,72.048,6.8,0.832508913,46.24,2.607680962,0.147058824,1.916922612,314.432,1.894536474,0.021626298,-2.765534746,0.361593721,0.130750019,0.601326634,-0.416254456
18.8,0.456435465,9.7,3536.1,5.19,14.7,1614.001446,2.368900061,6.709601329,4.427424007,34300.17,50.343,142.59,18352.359,51980.67,76.293,4.8,0.681241237,23.04,2.19089023,0.208333333,1.568615918,110.592,1.686865331,0.043402778,-2.263034406,0.441884576,0.195261979,0.664743993,-0.340620619
19.9,0.493864798,9.2,3334,5.27,14,1646.545238,2.602667487,6.914107177,4.543556145,30672.8,48.484,128.8,17570.18,46676,73.78,4.1,0.612783857,16.81,2.024845673,0.243902439,1.410986974,68.921,1.600520664,0.0594884,-2.03562391,0.491249879,0.241326444,0.700892202,-0.306391928
12.9,0.358057437,9.9,3541.32,4.44,13.4,1267.995963,1.58977502,4.797969656,3.544768626,35059.068,43.956,132.66,15723.4608,47453.688,59.496,7.8,0.892094603,60.84,2.792848009,0.128205128,2.054123734,474.552,1.983192483,0.016436555,-2.963474124,0.337441786,0.113866959,0.580897397,-0.446047301
14,0.367607311,9.5,3473,4.05,13.4,1276.700191,1.48880961,4.925937968,3.492269455,32993.5,38.475,127.3,14065.65,46538.2,54.27,7.4,0.86923172,54.76,2.720294102,0.135135135,2.00148,405.224,1.94869516,0.018261505,-2.887525271,0.346317315,0.119935683,0.588487311,-0.43461586
14.2,0.411693485,9.1,3340,4,13.8,1375.056239,1.646773939,5.68137009,3.746410712,30394,36.4,125.58,13360,46092,55.2,5.9,0.770852012,34.81,2.42899156,0.169491525,1.774952351,205.379,1.806968869,0.028727377,-2.560714954,0.390515937,0.152502697,0.624912744,-0.385426006
14.8,0.434372243,8.7,3147,4.01,13.9,1366.969448,1.741832693,6.037774174,3.779038512,27378.9,34.887,120.93,12619.47,43743.3,55.739,5.3,0.72427587,28.09,2.302172887,0.188679245,1.667706821,148.877,1.743513401,0.035599858,-2.40599236,0.415628918,0.172747397,0.644692886,-0.362137935
15.9,0.451753951,8,2968,4.49,14.1,1340.805728,2.028375242,6.369730715,3.614031612,23744,35.92,112.8,13326.32,41848.8,63.309,4.9,0.69019608,24.01,2.213594362,0.204081633,1.589235205,117.649,1.698499252,0.041649313,-2.292781749,0.436151413,0.190228055,0.660417605,-0.34509804
10.5,0.360374985,8.2,2885,4.77,14,1039.681832,1.718988679,5.045249791,2.955074878,23657,39.114,114.8,13761.45,40390,66.78,7.7,0.886490725,59.29,2.774887385,0.12987013,2.041220329,456.533,1.974680822,0.016866251,-2.944858446,0.339574896,0.11531111,0.582730552,-0.443245363
11.9,0.40824829,7.9,2572,4.51,13.4,1050.014603,1.84119979,5.470527092,3.225161495,20318.8,35.629,105.86,11599.72,34464.8,60.434,6,0.77815125,36,2.449489743,0.166666667,1.791759469,216,1.817120593,0.027777778,-2.584962501,0.386852807,0.149655094,0.621974925,-0.389075625
11.9,0.43852901,7.5,2602.55,4.24,13.8,1141.293674,1.859363001,6.051700333,3.288967572,19519.125,31.8,103.5,11034.812,35915.19,58.512,5.2,0.716003344,27.04,2.28035085,0.192307692,1.648658626,140.608,1.732478211,0.036982249,-2.378511623,0.420430991,0.176762219,0.648406502,-0.358001672
19.2,0.476731295,7.1,2408,4.93,13.5,1147.968957,2.350285282,6.435872477,3.384792192,17096.8,35.003,95.85,11871.44,32508,66.555,4.4,0.643452676,19.36,2.097617696,0.227272727,1.481604541,85.184,1.638642541,0.051652893,-2.137503524,0.467835486,0.218870042,0.683985004,-0.321726338
14.1,0.311588476,11.5,4036,4.5,13.8,1257.571091,1.402148144,4.299920975,3.583267479,46414,51.75,158.7,18162,55696.8,62.1,10.3,1.012837225,106.09,3.209361307,0.097087379,2.332143895,1092.727,2.175767114,0.009425959,-3.364572432,0.297214585,0.08833651,0.545173904,-0.506418612
14.2,0.329690237,11.3,4118.54,4.36,14,1357.842427,1.437449432,4.615663314,3.725499675,46539.502,49.268,158.2,17956.8344,57659.56,61.04,9.2,0.963787827,84.64,3.033150178,0.108695652,2.219203484,778.688,2.095379106,0.011814745,-3.201633861,0.312340525,0.097556603,0.558874337,-0.481893914
15.6,0.39223227,10.7,3758,4.31,14.8,1474.008872,1.690521085,5.8050376,4.196885292,40210.6,46.117,158.36,16196.98,55618.4,63.788,6.5,0.812913357,42.25,2.549509757,0.153846154,1.871802177,274.625,1.866255578,0.023668639,-2.700439718,0.370310062,0.137129542,0.608531069,-0.406456678
15.1,0.40824829,10.3,3699,4.08,14.8,1510.110426,1.665653025,6.042074699,4.204957392,38099.7,42.024,152.44,15091.92,54745.2,60.384,6,0.77815125,36,2.449489743,0.166666667,1.791759469,216,1.817120593,0.027777778,-2.584962501,0.386852807,0.149655094,0.621974925,-0.389075625
16.4,0.447213595,10.1,3301.32,3.98,15.2,1476.395187,1.77991011,6.797646652,4.516857315,33343.332,40.198,153.52,13139.2536,50180.064,60.49,,,,,,,,,,,,,,
